자동차검사소명,자동차검사소유형,소재지도로명주소,소재지지번주소,위도,경도,검사소전화번호,운영시간,검사진로수,부지면적,건물면적,검사기술인력수,신규검사여부,정기검사여부,튜닝검사여부,임시검사여부,수리검사여부,배출가스정밀검사여부,택시미터검정여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
부강자동차공업사,민간,제주특별자치도 서귀포시 성산읍 서성일로 904,제주특별자치도 서귀포시 성산읍 수산리 1677-2,33.43862162,126.8765186,064-782-0404,(평일)08:30~17:30,1,2382.21,744.21,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
㈜흥진자동차공업사,민간,제주특별자치도 서귀포시 남원읍 태위로 95-1,제주특별자치도 서귀포시 남원읍 위미리 2883,33.27528293,126.6576939,064-764-6700,(평일)08:30~17:30+(점심시간)12:30~13:30,1,3960,832.75,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
성산자동차공업사,민간,제주특별자치도 서귀포시 성산읍 일주동로 3965,제주특별자치도 서귀포시 성산읍 시흥리 718-4,33.47204402,126.9024955,064-784-2580,(평일)08:30~17:30,1,1240.92,345.68,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
남원자동차공업사,민간,제주특별자치도 서귀포시 남원읍 태위로723번길 30-24,제주특별자치도 서귀포시 남원읍 남원리 6-1,33.28400286,126.7235923,064-764-1177,(평일)08:30~17:30,1,1490,428.3,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
1급상용종합자동차,민간,제주특별자치도 서귀포시 토평공단로127번길 47(토평동),제주특별자치도 서귀포시 토평동 3276-4,33.29015113,126.5792568,064-733-5574,(평일)08:30~17:30+(토요일)09:00~12:00,1,3638.1,1197.9,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
도원자동차공업사,민간,제주특별자치도 서귀포시 토평공단로139번길 11-1(토평동),제주특별자치도 서귀포시 토평동 3272-5,33.29281652,126.581688,064-732-1792,(평일)08:30~17:30,1,2314,1032,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
챔피언모터스,민간,제주특별자치도 서귀포시 안덕면 중산간서로 1894,제주특별자치도 서귀포시 안덕면 서광리 720,33.28971443,126.3208466,064-792-6363,(평일)08:30~18:00+(토요일)08:30~12:30,1,1361,541,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
(주)신화자동차공업사,민간,제주특별자치도 서귀포시 안덕면 한창로 157,제주특별자치도 서귀포시 안덕면 상창리 1286-1,33.27599336,126.3611564,064-794-5888,(평일)09:00~18:00,1,3033,1178.43,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
신서귀자동차공업사,민간,제주특별자치도 서귀포시 신서로48번길 39(법환동),제주특별자치도 서귀포시 법환동 738-3,33.25343462,126.5093357,064-739-0982,"(평일)08:30~17:30+(공휴일, 임시휴일)휴무",1,558.4,242.75,,N,Y,N,N,N,N,Y,064-710-2463,제주특별자치도청,2023-03-27,6520000,제주특별자치도 서귀포시
세원자동차공업사㈜,민간,경기도 성남시 중원구 둔촌대로 458(상대원동),경기도 성남시 중원구 상대원동 513-18,37.43151111,127.1677578,031-731-6911,09:00~18:00,1,2704,2704,1,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
1급분당종합정비사업(주),민간,경기도 성남시 분당구 동원북로 18(동원동),경기도 성남시 분당구 동원동 108-1,37.34623627,127.0993968,031-711-3334,09:00~18:00,1,1328,1328,4,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
르노삼성 중원자동차,민간,경기도 성남시 중원구 둔촌대로 156(하대원동),경기도 성남시 중원구 하대원동 110,37.42914391,127.1364201,031-757-7656,09:00~18:00,1,1672,1672,4,N,Y,N,N,N,Y,Y,031-729-3703,경기도 성남시청,2023-03-20,3780000,경기도 성남시
현대자동차정비공업사㈜,민간,경기도 의정부시 입석로 52(가능동),경기도 의정부시 가능동 416,37.75525416,127.0200971,031-878-8400,평일08:00~18:00+토요일08:00~18:00,1,2134,636,5,N,Y,N,Y,N,Y,Y,031-828-4874,경기도 의정부시 주차관리과,2023-08-30,3820000,경기도 의정부시
주식회사 광성카독크,민간,경기도 의정부시 입석로32번길 2(녹양동),경기도 의정부시 녹양동 319-3,37.75632294,127.022243,031-837-1112,평일09:30~17:30+토요일09:30~12:30,2,1600,401,3,N,Y,N,Y,N,Y,Y,031-828-4874,경기도 의정부시 주차관리과,2023-08-30,3820000,경기도 의정부시
㈜한국자동차,민간,경기도 의정부시 호국로 1608(금오동),경기도 의정부시 금오동 96-1,37.75617627,127.0794626,031-840-4401,평일08:30~18:00+토요일08:30~13:00,1,1578,315,5,N,Y,N,Y,Y,Y,Y,031-828-4874,경기도 의정부시 주차관리과,2023-08-30,3820000,경기도 의정부시
한국교통안전공단 홍성검사소,민간,충청남도 홍성군 홍성읍 충서로 1207,충청남도 홍성군 홍성읍 남장리 217,36.58388952,126.6549007,041-632-5837,평일:09~18:00+토요일:09:00~13:00,1,5446,5446,2,Y,Y,Y,Y,Y,Y,N,041-630-1622,충청남도 홍성군,2023-09-01,4600000,충청남도 홍성군
홍성자동차 종합검사소 정원,민간,충청남도 홍성군 금마면 금마로 71,충청남도 홍성군 금마면 죽림리 273,36.61184663,126.7131158,041-634-6266,평일:09~18:00+토요일:09:00~13:00,1,1771,1771,2,Y,Y,Y,Y,Y,Y,N,041-630-1622,충청남도 홍성군,2023-09-01,4600000,충청남도 홍성군
현대공업사,민간,충청남도 홍성군 광천읍 광천로 185,충청남도 홍성군 광천읍 옹암리 331-3,36.49276307,126.6186512,041-642-2211,평일:09~18:00+토요일:09:00~13:00,1,1496,1496,2,Y,Y,Y,Y,Y,Y,N,041-630-1622,충청남도 홍성군,2023-09-01,4600000,충청남도 홍성군
내포현대서비스㈜,민간,충청남도 홍성군 홍북읍 홍북로453번길 50,충청남도 홍성군 홍북읍 대동리 157,36.65123434,126.6900237,041-630-6800,평일:09~18:00+토요일:09:00~13:00,1,551,551,2,Y,Y,Y,Y,Y,Y,N,041-630-1622,충청남도 홍성군,2023-09-01,4600000,충청남도 홍성군
형제자동차1급정비공업사,민간,전라북도 순창군 인계면 인덕로 159,,35.40603515,127.1402456,063-652-7878,평일:09:00~18:00+토요일:09:00~13:00,1,4373,4373,1,N,Y,N,N,N,N,N,063-650-1338,전라북도 순창군,2022-06-15,4770000,전라북도 순창군
(주)인천현대모터스,민간,인천광역시 동구 중봉대로 68(송현동),,37.48523552,126.6448882,032-765-5001,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
월드자동차공업(주),민간,인천광역시 동구 봉수대로 95(송림동),,37.48456097,126.6595316,032-579-8977,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
쌍용자동차 인천정비사업소(주),민간,인천광역시 동구 방축로 17(송현동),,37.48850054,126.6489468,032-584-5520,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
㈜샵모터스,민간,인천광역시 동구 방축로 165(송림동),,37.48096038,126.6632728,032-1833-6532,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
북항자동차정비검사소,민간,인천광역시 동구 방축로9번길 57(송현동),,37.49027644,126.6501681,032-583-5582,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
(합)세기자동차,민간,인천광역시 미추홀구 아암대로253번길 35 (학익동),,37.44109275,126.6354501,032-831-3301,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
(주)인천자동차공업사,민간,인천광역시 미추홀구 아암대로253번길 74(학익동),,37.44042637,126.6380615,032-831-8341,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
주안자동차공업사,민간,인천광역시 미추홀구 경인로 294 (도화동),,37.46046085,126.6732505,032-867-6394,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
미진자동차공업(주),민간,인천광역시 미추홀구 경원대로 922 (주안동),,37.46495129,126.6908323,032-421-0551,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
㈜365모터스,민간,인천광역시 미추홀구 장고개로 30 (도화동),,37.47091487,126.6672733,032-868-0365,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
성진자동차공업사,민간,인천광역시 미추홀구 노적산로 21 (학익동),,37.44260722,126.652731,032-874-8887,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
송도종합서비스,민간,인천광역시 미추홀구 독배로 183(학익동),,37.43723698,126.6469702,032-834-3232,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
㈜송도정비검사소,민간,인천광역시 연수구 아암대로 793 (동춘동),,37.39842752,126.6602956,032-831-8272,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,N,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
남동서비스기아오토큐㈜,민간,인천광역시 남동구 청능대로 459 (고잔동),,37.3994771,126.7108776,032-446-5608,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
1급논현 현대기아모터스,민간,인천광역시 남동구 청능대로468번길 20 (고잔동),,37.39805444,126.7105317,032-818-0303,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
아주자동차공업사,민간,인천광역시 남동구 방축로 396 (간석동),,37.47157007,126.6862073,032-867-5445,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
카123텍엔지니어링,민간,"인천광역시 남동구 남동서로 202(고잔동, 59B-1L)",,37.40771395,126.6924237,032-822-2002,평일:09:00~18:00+토요일:09:00~13:00,1,200,100,,N,Y,N,Y,N,Y,Y,,인천광역시 택시운수과,2023-05-31,6280000,인천광역시
옥포종합정비,민간,경상남도 거제시 옥포로12길 18(옥포동),경상남도 거제시 옥포동 543-1,34.89210255,128.6930095,055-687-3377,(평일)09:00~18:02,1,2345,623,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
송정종합정비,민간,경상남도 거제시 연초면 거제대로 4106,경상남도 거제시 연초면 송정리 821,34.91405512,128.6704649,055-636-0566,(평일)09:00~18:03,1,1726,1028,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
1급아주종합정비공업사,민간,경상남도 거제시 용소1길 37(아주동),경상남도 거제시 아주동 962,34.8749714,128.6880087,055-681-8577,(평일)09:00~18:04,1,1511,597,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
(주)고현자동차검사정비,민간,경상남도 거제시 거제대로 4909,경상남도 거제시 장평동 817-3,34.88870253,128.6011478,055-638-1888,(평일)09:00~18:05,1,1066,628,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
㈜해남정비공업사,민간,경상남도 거제시 고현로 109(고현동),경상남도 거제시 고현동 33-8,34.88781858,128.6244441,055-635-2222,(평일)09:00~18:06,1,3013,1130,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
거제현대서비스,민간,경상남도 거제시 연초면 연하해안로 316,경상남도 거제시 연초면 오비리 209-18,34.90396675,128.6238772,055-637-9200,(평일)09:00~18:07,1,4500,687,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
상동자동차정비 연초점,민간,경상남도 거제시 연초면 거제북로 78,경상남도 거제시 연초면 죽토리 801-4,34.91738256,128.6559467,055-638-1515,(평일)09:00~18:08,1,1916,491,1,N,Y,N,N,N,N,Y,055-211-4355,경상남도 거제시청,2023-08-27,5370000,경상남도 거제시
국제자동차공업사,민간,전라북도 익산시 서동로 205,전라북도 익산시 금강동 951-4,35.93886902,126.9726221,063-855-0776,평일:09:00~18:00+토요일:09:00~13:00,1,2408,1118.43,3,N,Y,N,N,N,Y,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
(유)익산자동차공업사,민간,전라북도 익산시 목천로1길 19,전라북도 익산시 평화동 246,35.931044,126.9450944,063-855-0841,평일:09:00~18:00+토요일:09:00~13:00,1,3345.6,1377.09,1,N,Y,N,N,N,N,Y,063-280-3424,전라북도 교통물류도로과,2023-09-04,4680000,전라북도 익산시
대성자동차1급정비공업사,민간,전라북도 순창군 순창읍 담순로 1476,,35.3779257,127.1569688,063-653-9951,평일:09:00~18:00+토요일:09:00~13:00,1,2731,2731,1,N,Y,N,N,N,N,N,063-650-1338,전라북도 순창군,2022-06-15,4770000,전라북도 순창군
영화1급자동차공업사,민간,전라북도 순창군 순창읍 옥천로 215-10,,35.3917016,127.1390045,063-653-7776,평일:09:00~18:00+토요일:09:00~13:00,1,3360,3360,1,N,Y,N,N,N,N,N,063-650-1338,전라북도 순창군,2022-06-15,4770000,전라북도 순창군
원흥산업㈜,민간,강원도 원주시 치악로 1517,강원도 원주시 관설동 1457,37.319745,127.965664,033-761-2908,(평일)08:30~16:30+(토)08:30~10:30,1,3458,1864,3,N,Y,N,N,N,N,Y,033-737-4338,강원도 원주시 차량등록사업소,2022-12-07,4190000,강원도 원주시
(자)신흥공업사,민간,강원도 원주시 강변로 565,강원도 원주시 학성동 94,37.354410,127.952062,033-742-3533,(평일)08:30~18:00+(토)08:30~13:00,1,2020,578,3,N,Y,N,N,N,N,N,033-737-4338,강원도 원주시 차량등록사업소,2022-12-07,4190000,강원도 원주시
선우자동차공업사,민간,강원도 원주시 정지길 242,강원도 원주시 학성동 133,37.355996,127.949986,033-748-4777,(평일)09:00~18:00+(토)09:00~12:00,1,8407,1618,1,N,Y,N,N,N,N,Y,033-737-4338,강원도 원주시 차량등록사업소,2022-12-07,4190000,강원도 원주시
㈜안전공업사,민간,강원도 원주시 호저로 21,강원도 원주시 우산동 405-39,37.379037,127.941988,033-744-9992,(평일)08:30~17:30+(토)08:30~13:00,1,2736,825,2,N,Y,N,N,N,N,N,033-737-4338,강원도 원주시 차량등록사업소,2022-12-07,4190000,강원도 원주시
(주)삼일이알씨,민간,경상북도 포항시 남구 철강로 159,,35.98868111,129.3589329,054-285-3030,평일 09:00~18:00+토요일 09:00~12:00,1,8673,3469,,N,Y,N,Y,Y,Y,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
원일종합정비,민간,경상북도 포항시 북구 소티재로 140,,36.06392381,129.3525847,054-243-5400,평일 09:00~18:00+토요일 09:00~12:00,1,1197,504,,N,Y,N,Y,Y,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
한국지엠북포항서비스센터,민간,경상북도 포항시 북구 소티재로 102,,36.06063727,129.3539353,054-248-9951,평일 08:30~18:00,1,4142,1010,,N,Y,N,Y,Y,Y,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
신영신종합자동차정비,민간,경상북도 포항시 북구 소티재로 112,,36.06156068,129.3537143,054-255-8801,평일 09:00~18:00+토요일 09:00~12:00,1,2099,619,,N,Y,N,N,N,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
부강자동차정비,민간,경상북도 포항시 북구 새천년대로1173번길 15-50,,36.0728475,129.3719124,054-254-0011,평일 09:00~17:30+토요일 09:00~11:30,1,1637,504,,N,Y,N,N,N,Y,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
하나종합정비,민간,경상북도 포항시 남구 오천읍 장기로 1633,,35.96339699,129.4215463,054-292-8700,평일 09:00~18:00+토요일 09:00~13:00,1,3372,875,,N,Y,N,N,N,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
서울자동차정비(포항시)(터미널자동차정비),민간,경상북도 포항시 남구 중흥로73번길 7,,36.01226618,129.3482603,054-284-9701,평일 09:00~18:00+토요일 09:00~13:00,1,1410,1350,,N,Y,N,N,N,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
북포항현대자동차서비스㈜,민간,경상북도 포항시 북구 청하면 동해대로 2353,,36.17957799,129.3402179,054-232-8204,평일 08:30~17:30,1,1729,1174,,N,Y,N,Y,Y,Y,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
아성자동차정비공장,민간,경상북도 포항시 북구 흥해읍 새마을로394번길 28,,36.04556307,129.3196715,054-262-5757,평일 09:00~18:00+토요일 09:00~12:00,1,2682,1074,,N,Y,N,N,Y,N,N,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
수성자동차검사소,공공,대구광역시 수성구 노변로33 (노변동),대구광역시 수성구 노변동435,35.83430845,128.6990104,053-791-6039,(평일)09:00~18:00+(토요일)09:00~13:00,4,10240,2038,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
수원자동차검사소,공공,경기도 수원시 영통구 신원로240 (매탄동),경기도 수원시 영통구 매탄동495-7,37.25691567,127.0602239,031-211-2414,(평일)09:00~18:00+(토요일)09:00~13:00,3,5270,1166,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
순천자동차검사소,공공,전라남도 순천시 해촌길10 (조례동),전라남도 순천시 조례동1791,34.9649137,127.5495402,061-741-5532,(평일)09:00~18:00+(토요일)09:00~13:00,2,2578,512,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,한국교통안전공단 광주전남본부,2023-07-26,B553881,한국교통안전공단
신탄진자동차검사소,공공,대전광역시 대덕구 대덕대로1417번길 31 (문평동),대전광역시 대덕구 문평동 83-1,36.4470167,127.4051163,042-931-8106,(평일)09:00~18:00+(토요일)09:00~13:00,3,6150,1649,,Y,Y,Y,Y,Y,Y,Y,042-933-4325,한국교통안전공단 대전세종충남본부,2023-07-26,B553881,한국교통안전공단
안동자동차검사소,공공,경상북도 안동시 경북대로 166-13 (수상동),경상북도 안동시 수상동590-41,36.548134,128.7028338,054-858-8447,(평일)09:00~18:00+(토요일)09:00~13:00,2,4629,833,,Y,Y,Y,Y,Y,Y,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
안산자동차검사소,공공,경기도 안산시 상록구 안산천서로6길 16 (월피동),경기도 안산시 상록구 월피동483-1,37.33739152,126.849213,031-475-5270,(평일)09:00~18:00+(토요일)09:00~13:00,2,4480,826,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
안양자동차검사소,공공,경기도 안양시 동안구 시민대로392 (관양동),경기도 안양시 동안구 관양동909-1,37.39550714,126.9736054,031-422-4500,(평일)09:00~18:00+(토요일)09:00~13:00,4,4367,1254,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
여수자동차검사소,공공,전라남도 여수시 만성로 184-11 (만흥동),전라남도 여수시 만흥동1372-7,34.77331431,127.7167516,061-653-9893,(평일)09:00~18:00+(토요일)09:00~13:00,1,3258,368,,Y,Y,Y,Y,Y,Y,Y,062-606-7610,한국교통안전공단 광주전남본부,2023-07-26,B553881,한국교통안전공단
영주자동차검사소,공공,경상북도 영주시 구성로88번길 52 (휴천동),경상북도 영주시 휴천동1878,36.803408,128.6330261,054-636-0279,(평일)09:00~18:00+(토요일)09:00~13:00,1,2729,458,,Y,Y,Y,Y,Y,N,Y,053-794-3812,한국교통안전공단 대구경북본부,2023-07-26,B553881,한국교통안전공단
용인자동차검사소,공공,경기도 용인시 기흥구 중부대로853 (상하동),경기도 용인시 기흥구 상하동64-27,37.25286598,127.1458856,031-281-3709,(평일)09:00~18:00+(토요일)09:00~13:00,2,4323,776,,Y,Y,Y,Y,Y,Y,Y,031-297-5000,한국교통안전공단 경기남부본부,2023-07-26,B553881,한국교통안전공단
울산자동차검사소,공공,울산광역시 남구 장생포로8 (여천동),울산광역시 남구 여천동866,35.51926466,129.3440447,052-269-8598,(평일)09:00~18:00+(토요일)09:00~13:00,3,3347,1226,,Y,Y,Y,Y,Y,Y,Y,052-256-9373,한국교통안전공단 울산본부,2023-07-26,B553881,한국교통안전공단
(주)1급 현대신광서비스,민간,경기도 하남시 신장1로 5,경기도 하남시 신장동 505-11,37.53694609,127.2087947,031-793-5550,(평일) 09:00~18:00,1,1322,346,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
(주)현대하남서비스,민간,경기도 하남시 신장동로140번길 46,경기도 하남시 신장동 93-19,37.54327996,127.220237,031-794-9000,(평일) 08:30~18:00,1,3662,2725.68,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
(주)하남자동차서비스,민간,경기도 하남시 하남대로 801,경기도 하남시 신장동 413-2,37.54076052,127.2082557,031-791-4287,(평일) 08:30~18:00,1,737,977.08,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
하남종합서비스 기아오토큐(주),민간,경기도 하남시 하남대로802번길 5-6,경기도 하남시 신장동 567-1,37.5415464,127.2084973,031-796-2601,(평일) 08:30~18:00,1,1192.1,743.99,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
미사 나룰 모터스,민간,경기도 하남시 덕풍북로 192,경기도 하남시 덕풍동 740,37.55251608,127.2094441,031-796-5006,(평일) 08:30~18:00,1,1934.1,785.93,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
디엠모터스,민간,경기도 하남시 초광산단동로6번길 8,경기도 하남시 광암동 401-2,37.52806365,127.1727212,02-426-4227,(평일) 09:00~19:00,1,705.3,1474.17,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
서하남공업사,민간,경기도 하남시 초광산단로 75,경기도 하남시 광암동 399-4,37.52869332,127.1722536,02-441-6266,(평일) 08:30~18:00,1,772,774.3,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
태온모터스,민간,경기도 하남시 감초로184번길 11,경기도 하남시 초이동 622,37.5285017,127.165622,02-481-8181,(평일) 08:00~18:00,1,1115.8,1021.04,,Y,Y,Y,N,Y,Y,Y,031-790-5188,경기도 하남시청,2022-11-30,4040000,경기도 하남시
한양공업사,민간,강원도 동해시 임항로89 (부곡동),강원도 동해시 부곡동 4-45,37.54088458,129.1102974,033-532-6622,평일 09:00~18:00,1,1587,252,,Y,Y,Y,N,Y,Y,N,033-530-2252,강원도 동해시청,2023-03-31,4210000,강원도 동해시
한광자동차종합정비㈜,민간,강원도 동해시 삼화로58 (이로동),강원도 동해시 이로동 29-1,37.48428277,129.0639177,033-534-8882,평일 08:30~17:30,1,5900,900,,Y,Y,Y,N,Y,Y,N,033-530-2252,강원도 동해시청,2023-03-31,4210000,강원도 동해시
합성자동차,민간,서울특별시 강북구 도봉로 113,서울특별시 강북구 미아동 330-17,37.61900103,127.0288457,02-989-9720,평일:09~17:20+토요일:09~12:20,1,2057.5,1024.78,,N,Y,N,N,N,Y,Y,02-989-9720,서울특별시 강북구청,2023-03-29,3080000,서울특별시 강북구
(주)영화정비,민간,경상북도 포항시 남구 연일읍 철강로 91,,35.98991812,129.3525785,054-285-2000,평일 09:00~18:00+토요일 9:00~12:00,1,4763,330,,Y,Y,N,N,Y,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
청림종합정비(주),민간,경상북도 포항시 남구 동해안로 6059-19,,35.99380115,129.4034993,054-292-6900,평일 09:00~18:00+토요일 09:00~12:00,2,2912,1069,,N,Y,N,Y,N,Y,Y,,한국교통안전공단 대구경북본부,2023-03-28,5020000,경상북도 포항시
강구종합정비,민간,경상북도 영덕군 강구면 동해대로 4404-4,경상북도 영덕군 강구면 삼사리 71-1,36.3508598652,129.379569,054-733-3364,평일:08:30~18:00+토요일:08:30~13:00,1,3300,660,,N,Y,N,Y,N,N,Y,054-730-6252,경상북도 영덕군청,2022-08-24,5180000,경상북도 영덕군
영해그린정비,민간,경상북도 영덕군 영해면 영덕로 1759,경상북도 영덕군 영해면 성내리 801,36.5336416604,129.404388,054-734-1993,평일:08:30~17:30+토요일(격주):08:30~11:00,1,2000,1054,,N,Y,N,N,N,N,N,054-730-6252,경상북도 영덕군청,2022-08-24,5180000,경상북도 영덕군
화성종합정비,민간,경상북도 영덕군 영덕읍 영덕로 299,경상북도 영덕군 영덕읍 화수리 665-3,36.420801,129.3744319185,054-733-3366,평일:08:30~17:00+토요일:09:00~11:30,1,300,120,,Y,Y,N,N,N,N,Y,054-730-6252,경상북도 영덕군청,2022-08-24,5180000,경상북도 영덕군
영덕종합정비,민간,경상북도 영덕군 영덕읍 영덕로 293,경상북도 영덕군 영덕읍 화수리 677,36.4204351567,129.3735761101,054-732-7171,평일:09:00~17:00+토요일:09:00~12:00,1,6000,3000,,N,Y,N,Y,N,N,Y,054-730-6252,경상북도 영덕군청,2022-08-24,5180000,경상북도 영덕군
항도공업사,민간,강원도 동해시 동해대로 5026 (효가동),강원도 동해시 효가동 181,37.4943122,129.1120156,033-522-1178,평일 09:00~18:00,1,2247,755,,Y,Y,Y,N,Y,Y,N,033-530-2252,강원도 동해시청,2023-03-31,4210000,강원도 동해시
동해공업사,민간,강원도 동해시 대동로 261-8 (송정동),강원도 동해시 송정동 1052-1,37.49292991,129.1240565,033-522-4018,매일 08:30~18:00,1,3802,1981,,Y,Y,Y,N,Y,Y,N,033-530-2252,강원도 동해시청,2023-03-31,4210000,강원도 동해시
송용자동차정비,민간,강원도 동해시 해안로1 (용정동),강원도 동해시 용정동 48,37.50484179,129.1259629,033-535-0244,평일 09:00~18:00,1,2973,1974,,Y,Y,Y,N,Y,Y,N,033-530-2252,강원도 동해시청,2023-03-31,4210000,강원도 동해시
